type,a,b,c,d,e,f,g,h,i,j,k,l,m
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,3.66,8,7156,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00
-1,2.06,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,6.61,8,21643,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.67,18.00,29.00,0.00,0.00,0.00
1,3.87,8,7126,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,23.18,49,4228,2459,1.00,1.00,0.00,0.33,19.00,30.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
-1,2.13,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
1,0.48,8,0,48,0.00,0.00,0.00,0.00,24.00,100.00,0.00,0.00,0.00
1,0.48,8,0,48,1.00,1.00,0.00,0.00,25.00,100.00,0.00,0.00,0.00
1,16.03,8,3378,325,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.58,8,0,48,3.00,1.00,0.00,0.00,26.00,100.00,0.00,0.00,0.00
1,0.57,8,0,48,4.00,1.00,0.00,0.00,27.00,100.00,0.00,0.00,0.00
1,0.54,8,0,48,5.00,1.00,0.00,0.00,28.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,6.00,1.00,0.00,0.00,29.00,100.00,0.07,0.00,0.00
1,0.00,8,0,76,7.00,1.00,0.00,0.00,30.00,100.00,0.07,0.00,0.00
1,0.54,8,0,48,8.00,1.00,0.00,0.00,31.00,100.00,0.00,0.00,0.00
1,0.49,8,0,48,9.00,1.00,0.00,0.00,32.00,100.00,0.00,0.00,0.00
1,66.39,8,674,176,10.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
-1,0.00,49,23,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,8.00,1.00,0.00,0.00,33.00,100.00,0.06,0.00,0.00
1,0.56,8,0,48,9.00,1.00,0.00,0.00,34.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.51,8,0,48,7.00,1.00,0.00,0.00,35.00,100.00,0.00,0.00,0.00
1,2.42,8,5151,245,8.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.36,8,0,48,4.00,1.00,0.00,0.00,36.00,100.00,0.00,0.00,0.00
1,0.47,8,0,48,5.00,1.00,0.00,0.00,37.00,100.00,0.00,0.00,0.00
1,0.85,8,0,48,6.00,1.00,0.00,0.00,38.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,376,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,108.18,8,66,90,3.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00
-1,1.12,49,128,219,0.00,0.00,0.00,1.00,18.00,27.00,0.00,0.00,0.00
1,16.90,8,83159,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.79,8,0,48,2.00,1.00,0.00,0.00,39.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
1,0.62,8,0,48,2.00,1.00,0.00,0.00,40.00,100.00,0.00,0.00,0.00
1,0.91,8,0,48,3.00,1.00,0.00,0.00,41.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,1.00,1.00,0.00,0.50,1.00,1.00,1.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,60.04,8,35028,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,76,1.00,1.00,0.00,0.00,42.00,100.00,0.07,0.00,0.00
1,0.00,8,0,76,2.00,1.00,0.00,0.00,43.00,100.00,0.07,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,1.00,1.00,1.00,1.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00
-1,0.00,49,0,0,1.00,1.00,0.00,0.00,1.00,3.00,1.00,0.00,0.00
-1,0.00,49,0,0,2.00,1.00,0.00,0.00,2.00,4.00,1.00,0.00,0.00
1,2.79,8,537,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
1,0.00,8,0,76,1.00,1.00,0.00,0.00,44.00,100.00,0.07,0.00,0.00
1,19.16,8,659,176,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,1.00,0.00,0.00,1.00
1,18.88,8,641,176,3.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,2.46,13,0,0,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00
1,17.16,8,608,176,1.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,15.29,8,573,176,1.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
1,16.56,8,3086,236,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,1.80,8,2225,167,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,16.20,8,3081,236,2.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,2.41,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,1.15,49,128,219,0.00,0.00,0.00,0.67,0.00,23.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.40,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,1.00,1.00,1.00,0.50,0.00,2.00,0.00,0.00,1.00
-1,1.08,49,128,219,1.00,1.00,0.00,0.57,0.00,23.00,0.00,0.00,0.00
-1,6.51,49,2467,1518,2.00,1.00,0.00,0.50,1.00,24.00,0.00,0.00,0.00
-1,0.00,20,0,0,3.00,0.00,0.00,0.00,13.00,57.00,0.00,0.00,0.02
1,2.06,8,2229,167,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,3.00,0.00,0.00,1.00
-2,6.27,49,2495,1518,3.00,0.67,0.00,0.33,1.00,25.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.50,15.00,26.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,25,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,718.07,49,144805,84251,1.00,1.00,0.00,0.67,16.00,26.00,0.00,0.00,0.00
-1,2.22,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,0,0.00,0.00,0.00,0.00,1.00,100.00,1.00,0.00,0.00
1,3.00,8,5095,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,13.29,8,571,176,2.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,13.36,8,625,176,3.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,13.26,8,606,176,4.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
-1,178.62,49,183,170269,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,2.37,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
1,5.84,8,667,176,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,13.37,8,600,176,4.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
1,4.44,8,2348,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,25.22,8,641,176,3.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,376,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,4.90,8,631,176,4.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,4.90,8,634,176,5.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,76,4.00,1.00,0.00,0.00,45.00,100.00,0.07,0.00,0.00
1,0.00,8,0,76,5.00,1.00,0.00,0.00,46.00,100.00,0.07,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,1.00,15.00,25.00,0.00,0.00,0.00
1,5.16,8,638,176,2.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
1,5.01,8,2225,167,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,4.79,8,663,176,2.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,4.79,8,668,176,3.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,5.70,8,5200,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,62,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,5.34,8,694,176,1.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
1,5.11,8,659,176,2.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,2.03,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,10.26,8,1555,166,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,10.26,8,1563,166,3.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
-1,2.07,49,0,0,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
1,4.90,8,625,176,4.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
1,17.24,8,621,176,5.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
1,21.46,8,605,176,6.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
1,22.69,8,633,176,7.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.60,0.00,1.00,0.00,0.00,1.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.50,16.00,25.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.40,0.00,1.00,0.00,0.00,1.00
1,18.01,8,631,176,4.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,5.89,8,636,176,1.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
1,7.52,8,641,176,2.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,1.00
1,6.35,8,633,176,2.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.12,44,192,192,0.00,0.00,0.00,0.00,59.00,94.00,1.00,0.00,0.00
1,0.00,8,0,76,0.00,0.00,0.00,0.00,34.00,100.00,0.06,0.00,0.00
1,11.33,8,92,137,1.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,2.00,1.00,0.00,0.00,33.00,100.00,0.09,0.00,0.00
1,44.55,8,639,176,3.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.00,15.00,23.00,0.00,0.00,0.00
1,14.43,8,667,176,2.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
1,12.34,8,667,176,2.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00
1,3.63,8,1909,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,11.80,8,661,176,3.00,1.00,0.00,0.00,14.00,100.00,0.07,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,1.00,1.00,1.00,1.00,0.00,3.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,11.97,8,1553,166,0.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
1,11.87,8,1563,166,1.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,18.65,8,606,176,2.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,2.88,8,5140,245,3.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,2.36,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.50,14.00,21.00,0.00,0.00,0.00
1,39.19,8,701,176,4.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,18.77,8,597,176,2.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,11.16,8,110,166,1.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,19.24,8,661,176,2.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.00
1,2.68,8,2358,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,19.19,8,616,176,3.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,2.22,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,4.00,1.00,0.00,0.00,28.00,100.00,0.07,0.00,0.00
1,0.82,8,0,48,5.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00
1,7.39,8,674,176,2.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.00
1,0.93,8,0,48,1.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
1,10.99,8,106,166,2.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
1,0.00,8,0,76,2.00,1.00,0.00,0.00,29.00,100.00,0.07,0.00,0.00
1,5.11,8,2217,167,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.00,15.00,22.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,310.86,8,122,156,4.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,2.33,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,10.49,8,109,166,0.00,0.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,10.38,8,113,166,1.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
1,17.92,8,623,176,2.00,1.00,0.00,0.00,16.00,100.00,0.00,0.00,0.00
1,319.36,8,681,225,3.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
1,19.65,8,1577,166,4.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,1.00
-1,1.12,49,128,219,0.00,0.00,0.00,1.00,14.00,19.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
1,17.51,8,626,176,0.00,0.00,0.00,0.00,17.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,16.32,8,118,166,0.00,0.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
1,16.44,8,619,176,1.00,1.00,0.00,0.00,18.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,2.08,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.75,0.00,2.00,0.00,0.00,1.00
1,14.37,8,627,176,2.00,1.00,0.00,0.00,19.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,5.78,8,645,176,0.00,0.00,0.00,0.00,16.00,100.00,0.00,0.00,0.00
-1,2.47,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,66.31,8,687,176,1.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,3.05,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,1.15,49,128,219,0.00,0.00,0.00,0.33,13.00,18.00,0.00,0.00,0.00
1,4.75,8,643,176,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.40,0.00,2.00,0.00,0.00,1.00
1,4.49,8,652,176,2.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,4.59,8,671,176,3.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,3.14,8,2233,167,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.65,8,674,176,4.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,2.00,1.00,0.00,0.00,20.00,100.00,0.05,0.00,0.00
1,0.00,8,0,76,3.00,1.00,0.00,0.00,20.00,100.00,0.05,0.00,0.00
1,5.59,8,666,176,4.00,1.00,0.00,0.00,17.00,100.00,0.00,0.00,0.00
1,15.68,8,612,176,5.00,1.00,0.00,0.00,20.00,100.00,0.00,0.00,0.00
1,0.00,8,0,0,6.00,1.00,0.00,0.00,18.00,100.00,0.06,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,5.83,8,677,176,5.00,1.00,0.20,0.20,19.00,100.00,0.00,0.05,0.01
1,5.52,8,673,176,6.00,1.00,0.17,0.17,4.00,100.00,0.00,0.00,0.01
1,11.06,8,1579,166,7.00,1.00,0.14,0.14,11.00,100.00,0.00,0.00,0.01
1,13.71,8,4488,166,8.00,1.00,0.12,0.12,12.00,100.00,0.00,0.00,0.01
1,1.66,8,2226,167,9.00,1.00,0.11,0.11,0.00,100.00,0.00,0.00,0.01
1,5.54,8,648,176,10.00,1.00,0.10,0.10,5.00,100.00,0.00,0.00,0.01
1,5.80,8,652,176,11.00,1.00,0.09,0.09,6.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,5.62,8,680,176,7.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,15.15,8,606,176,4.00,1.00,0.00,0.00,21.00,100.00,0.00,0.00,0.01
-1,1.13,49,128,219,0.00,0.00,0.00,1.00,13.00,17.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,21.87,8,1,48,1.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.01
1,12.83,8,661,176,2.00,1.00,0.00,0.00,22.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,84.00,100.00,1.00,0.00,0.00
-1,2.27,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
1,5.13,8,660,176,2.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.01
1,14.26,8,634,176,3.00,1.00,0.00,0.00,23.00,100.00,0.00,0.00,0.01
1,4.96,8,641,176,4.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.01
1,4.70,8,656,176,5.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.01
1,5.77,8,664,176,6.00,1.00,0.00,0.00,20.00,100.00,0.00,0.05,0.01
1,6.71,8,714,176,7.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,11.47,8,100,166,6.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.01
1,889.64,8,64,148,7.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.01
-1,2.47,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,376,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
1,6.06,8,631,176,0.00,0.00,0.00,0.00,21.00,100.00,0.00,0.05,0.01
1,11.95,8,126,166,1.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.01
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
1,5.05,8,662,176,2.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.01
1,4.67,8,662,176,3.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.01
1,0.12,8,0,48,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,5.77,8,646,176,5.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,1.14,49,128,219,0.00,0.00,0.00,1.00,12.00,16.00,0.00,0.00,0.00
1,5.74,8,644,176,4.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.01
1,12.41,8,619,176,5.00,1.00,0.00,0.00,19.00,100.00,0.00,0.00,0.01
